id,y1,y2,y3,y4,f1,f2,f3,f4,p1,p2,p3,p4
64,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
65,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
66,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
67,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
68,0,1,0,0,0,0,0,0,0.108,0.086000003,0.025,0.079000004
69,0,1,0,0,0,0,0,0,0.108,0.086000003,0.025,0.079000004
70,0,1,0,0,0,0,0,0,0.122,0.086000003,0.050000001,0.086000003
71,1,0,0,0,0,0,0,0,0.125,0.086000003,0.050000001,0.086000003
72,0,0,0,1,0,0,0,1,0.115,0.086000003,0.061000001,0.074000001
73,0,0,0,1,0,0,0,1,0.115,0.086000003,0.061000001,0.074000001
74,0,0,0,1,0,0,0,0,0.108,0.068999998,0.061000001,0.086000003
75,0,0,0,1,0,0,0,0,0.108,0.068999998,0.061000001,0.086000003
76,0,0,0,1,0,0,0,0,0.115,0.050999999,0.066,0.086000003
77,0,0,0,1,0,0,0,0,0.115,0.050999999,0.066,0.086000003
78,0,0,0,1,0,0,0,0,0.115,0.081,0.066,0.081
79,0,0,0,1,0,0,0,0,0.115,0.081,0.066,0.081
80,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081
81,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081
82,1,0,0,0,0,0,0,0,0.112,0.081,0.061000001,0.081
83,1,0,0,0,0,0,0,0,0.112,0.081,0.061000001,0.081
84,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
85,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
86,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
87,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
88,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
89,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
90,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
91,0,1,0,0,0,0,0,0,0.11,0.074000001,0.061000001,0.081
92,0,1,0,0,0,0,0,0,0.11,0.074000001,0.061000001,0.081
93,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.081
94,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004
95,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004
96,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004
97,0,1,0,0,0,0,0,0,0.125,0.081,0.066,0.079000004
98,0,1,0,0,0,0,0,0,0.125,0.081,0.066,0.079000004
99,1,0,0,0,0,0,0,0,0.02,0.097999997,0.048999999,0.079000004
100,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
101,0,1,0,0,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004
102,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004
103,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004
104,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004
105,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004
106,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004
107,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004
108,0,1,0,0,0,0,0,0,0.115,0.081,0.043000001,0.079000004
109,0,1,0,0,0,0,0,0,0.108,0.063000001,0.050000001,0.079000004
110,1,0,0,0,0,0,0,0,0.108,0.050999999,0.050000001,0.079000004
111,1,0,0,0,0,0,0,0,0.108,0.046999998,0.050000001,0.079000004
112,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081
113,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081
114,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081
115,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081
116,0,1,0,0,0,0,0,0,0.125,0.081,0.066,0.079000004
117,0,1,0,0,0,0,0,0,0.125,0.081,0.066,0.079000004
118,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
119,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
120,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
121,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
122,0,1,0,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004
123,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004
124,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
125,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
126,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
127,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
128,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
129,0,1,0,0,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004
130,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004
131,0,1,0,0,0,0,0,0,0.122,0.086000003,0.050000001,0.086000003
132,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
133,0,1,0,0,0,0,0,1,0.055,0.086000003,0.050000001,0.068999998
134,0,1,0,0,0,0,0,1,0.055,0.086000003,0.050000001,0.068999998
135,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
136,0,1,0,0,0,0,0,0,0.088,0.063000001,0.061000001,0.063000001
137,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081
138,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081
139,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081
140,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004
141,0,0,0,1,0,0,0,0,0.108,0.081,0.061000001,0.081
142,0,0,0,1,0,0,0,0,0.108,0.081,0.061000001,0.081
143,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081
144,1,0,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004
145,0,0,0,1,0,0,0,0,0.108,0.081,0.061000001,0.081
146,1,0,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004
147,1,0,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004
148,1,0,0,0,0,0,0,0,0.108,0.086000003,0.061000001,0.086000003
149,1,0,0,0,0,0,0,0,0.108,0.086999997,0.068000004,0.093999997
150,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
151,1,0,0,0,0,0,0,0,0.022,0.081,0.061000001,0.086000003
152,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.090999998
153,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.090999998
154,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
155,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
156,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
157,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
158,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
159,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
160,1,0,0,0,0,0,0,0,0.122,0.081,0.061000001,0.086000003
161,1,0,0,0,0,0,0,0,0.122,0.081,0.061000001,0.086000003
162,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
163,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
164,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
165,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
166,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
167,0,1,0,0,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004
168,0,1,0,0,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004
169,0,1,0,0,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004
170,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
171,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
172,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
173,0,1,0,0,0,1,0,0,0.057,0.063000001,0.054000001,0.081
174,0,1,0,0,0,0,0,1,0.115,0.041000001,0.061000001,0.063000001
175,0,1,0,0,0,0,1,0,0.115,0.063000001,0.061000001,0.079000004
176,0,1,0,0,0,0,0,0,0.115,0.063000001,0.061000001,0.063000001
177,0,1,0,0,0,0,0,0,0.115,0.063000001,0.061000001,0.063000001
178,0,1,0,0,0,0,0,0,0.11,0.086000003,0.044,0.081
179,0,1,0,0,0,0,0,0,0.11,0.086000003,0.044,0.081
180,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
181,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
182,0,0,0,1,0,0,0,0,0.11,0.086000003,0.061000001,0.081
183,0,1,0,0,0,0,0,0,0.11,0.086000003,0.061000001,0.081
184,0,0,1,0,0,0,1,0,0.11,0.086000003,0.030999999,0.081
185,0,0,1,0,0,0,1,0,0.11,0.086000003,0.030999999,0.081
186,0,1,0,0,0,0,0,0,0.11,0.086000003,0.028999999,0.061000001
187,0,1,0,0,0,0,0,0,0.11,0.086000003,0.028999999,0.061000001
188,0,1,0,0,0,0,0,0,0.103,0.081,0.064000003,0.081
189,0,1,0,0,0,0,0,0,0.116,0.081,0.050000001,0.079999998
190,0,1,0,0,0,0,0,0,0.108,0.081,0.061000001,0.079000004
191,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004
192,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.081
193,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.081
194,0,1,0,0,0,0,0,0,0.109,0.081,0.050000001,0.085000001
195,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.081
196,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.081
197,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081
198,0,1,0,0,0,0,0,0,0.103,0.081,0.064000003,0.081
199,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
200,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
201,1,0,0,0,0,0,0,0,0.037,0.081,0.048999999,0.079000004
202,1,0,0,0,0,0,0,0,0.097999997,0.081,0.048999999,0.079000004
203,1,0,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
204,1,0,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
205,1,0,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
206,0,1,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004
207,1,0,0,0,0,0,0,0,0.008,0.092,0.050000001,0.079000004
208,1,0,0,0,0,0,0,0,0.108,0.092,0.050000001,0.079000004
209,1,0,0,0,0,0,0,0,0.108,0.097999997,0.050000001,0.079000004
210,1,0,0,0,0,0,0,0,0.108,0.097999997,0.050000001,0.079000004
211,1,0,0,0,0,0,0,0,0.108,0.097999997,0.050000001,0.079000004
212,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004
213,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004
214,1,0,0,0,0,0,0,0,0.108,0.063000001,0.050000001,0.079000004
215,1,0,0,0,0,0,0,0,0.108,0.063000001,0.050000001,0.079000004
216,1,0,0,0,0,0,0,0,0.108,0.063000001,0.050000001,0.079000004
217,1,0,0,0,0,0,0,0,0.108,0.086000003,0.050000001,0.079000004
218,1,0,0,0,0,0,0,0,0.108,0.086000003,0.050000001,0.079000004
219,1,0,0,0,0,0,0,0,0.108,0.041999999,0.050000001,0.079000004
220,0,0,0,1,0,0,0,0,0.125,0.074000001,0.061000001,0.081
221,0,0,0,1,0,0,0,0,0.125,0.074000001,0.061000001,0.081
222,0,0,0,1,0,0,0,0,0.103,0.074000001,0.061000001,0.081
223,0,0,0,1,0,0,0,0,0.103,0.074000001,0.061000001,0.081
224,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004
225,0,1,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004
226,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004
227,0,1,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004
228,0,1,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004
229,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004
230,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004
231,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004
232,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004
233,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004
234,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004
235,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004
236,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004
237,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004
238,1,0,0,0,0,0,0,0,0.103,0.097999997,0.048999999,0.079000004
239,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
240,1,0,0,0,0,0,0,0,0.061999999,0.097999997,0.048999999,0.079000004
241,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
242,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
243,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
244,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
245,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
246,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
247,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
248,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
249,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
250,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
251,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
252,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
253,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
254,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
255,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
256,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
257,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
258,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
259,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
260,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
261,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
262,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
263,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
264,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
265,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
266,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
267,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
268,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
269,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
270,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
271,0,0,0,1,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004
272,0,0,0,1,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004
273,0,0,0,1,0,0,0,0,0.103,0.066,0.048999999,0.079000004
274,0,0,0,1,0,0,0,0,0.103,0.068000004,0.048999999,0.079000004
275,0,0,0,1,0,0,0,0,0.103,0.066,0.048999999,0.079000004
276,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
277,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
278,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
279,0,0,0,1,0,0,0,0,0.193,0.092,0.050000001,0.079000004
280,0,0,0,1,0,0,0,0,0.193,0.092,0.050000001,0.079000004
281,0,0,0,1,0,0,0,0,0.108,0.081,0.048999999,0.079000004
282,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004
283,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004
284,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004
285,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004
286,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004
287,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004
288,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004
289,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004
290,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004
291,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004
292,0,1,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004
293,0,0,0,1,0,0,1,0,0.115,0.081,0.033,0.079000004
294,0,0,0,1,0,0,1,0,0.115,0.081,0.033,0.079000004
295,0,0,0,1,0,0,1,0,0.115,0.081,0.033,0.079000004
296,1,0,0,0,0,0,0,0,0.115,0.081,0.037,0.079000004
297,1,0,0,0,0,0,0,0,0.115,0.081,0.037,0.079000004
298,0,0,0,1,0,0,0,0,0.11,0.081,0.035999998,0.079000004
299,0,0,0,1,0,0,0,0,0.115,0.082999997,0.043000001,0.079000004
300,0,0,0,1,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004
301,0,0,0,1,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004
302,0,0,0,1,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004
303,0,0,0,1,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004
304,0,0,0,1,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004
305,0,0,0,1,1,0,0,0,0.090999998,0.086000003,0.054000001,0.079000004
306,0,0,0,1,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004
307,0,0,0,1,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004
308,0,0,0,1,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004
309,0,0,0,1,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004
310,0,0,0,1,1,0,0,0,0.086999997,0.086000003,0.054000001,0.079000004
311,0,0,0,1,1,0,0,0,0.086999997,0.086000003,0.054000001,0.079000004
312,0,0,0,1,1,0,0,0,0.086999997,0.086000003,0.054000001,0.079000004
313,0,0,0,1,0,0,0,0,0.107,0.090000004,0.059,0.079000004
314,0,0,0,1,0,0,0,0,0.107,0.090000004,0.059,0.079000004
315,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
316,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
317,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
318,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
319,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
320,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
321,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
322,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
323,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
324,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
325,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
326,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
327,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
328,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
329,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
330,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
331,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
332,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
333,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
334,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
335,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
336,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
337,0,0,0,1,1,0,0,0,0.108,0.086000003,0.054000001,0.079000004
338,0,0,0,1,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
339,1,0,0,0,1,0,0,0,0.108,0.086000003,0.025,0.079000004
340,1,0,0,0,0,0,1,0,0.108,0.086000003,0.025,0.079000004
341,1,0,0,0,0,0,1,0,0.108,0.086000003,0.054000001,0.079000004
342,1,0,0,0,0,0,1,0,0.108,0.086000003,0.054000001,0.079000004
343,1,0,0,0,0,0,0,0,0.108,0.086000003,0.043000001,0.079000004
344,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
345,1,0,0,0,0,0,0,0,0.108,0.086000003,0.043000001,0.079000004
346,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
347,1,0,0,0,0,0,0,0,0.108,0.086000003,0.025,0.079000004
348,1,0,0,0,0,0,0,0,0.108,0.086000003,0.025,0.079000004
349,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
350,1,0,0,0,1,0,0,0,0.025,0.086000003,0.054000001,0.079000004
351,1,0,0,0,1,0,0,0,0.108,0.086000003,0.054000001,0.079000004
352,1,0,0,0,1,0,0,0,0.108,0.086000003,0.054000001,0.079000004
353,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
354,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
355,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
356,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
357,0,0,0,1,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004
358,1,0,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004
359,1,0,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004
